democratic_party_therm,republican_party_therm,respondent_pid,respondent_race,respondent_gender,christ_fundementalist_therm,feminist_therm,labor_union_therm,poor_therm,big_biz_therm,rich_therm,police_therm,scientists_therm
51,51,5,1,2,51,46,67,68,52,47,88,78
15,71,7,1,2,100,38,70,65,39,82,71,40
15,60,5,4,1,87,12,17,80,91,82,97,86
100,0,3,2,2,70,85,30,30,50,70,15,100
77,1,1,1,2,0,100,60,50,0,50,70,100
70,40,1,5,2,62,61,71,98,71,83,85,98
50,50,4,1,2,50,0,0,100,70,0,15,50
2,31,5,5,1,50,15,16,50,50,50,70,50
40,40,4,1,2,43,52,41,90,18,52,72,99
4,73,7,1,1,50,30,70,50,60,50,100,70
15,60,7,1,1,40,0,40,100,50,60,100,85
15,60,6,1,1,50,15,15,50,60,70,70,100
70,40,3,5,2,100,50,50,50,40,50,80,50
15,0,2,1,2,39,84,70,50,41,51,71,85
2,72,7,1,1,31,16,16,85,75,51,100,71
50,40,2,1,2,50,60,60,70,30,70,100,70
50,50,4,2,2,0,0,60,0,0,0,0,0
85,15,1,5,1,60,85,30,85,85,85,70,100
100,0,1,1,2,85,70,60,85,60,40,85,100
30,60,5,1,2,62,18,32,77,57,60,94,84
85,0,1,1,2,0,100,70,100,0,40,70,85
55,25,3,1,2,35,85,85,95,45,80,95,100
70,40,2,1,1,0,60,70,50,60,60,60,85
41,72,5,1,1,50,50,40,100,100,100,50,100
85,30,3,1,2,70,60,87,85,71,85,85,85
0,100,7,1,1,85,50,70,50,40,70,100,70
30,56,4,1,2,40,70,85,70,40,72,100,85
0,40,5,1,1,40,30,40,60,50,40,85,40
60,0,4,1,2,40,60,100,100,50,70,100,85
30,30,5,1,1,50,50,40,70,50,50,70,70
0,85,7,1,2,85,30,50,15,0,0,100,60
100,0,1,2,2,0,100,100,100,50,50,15,100
100,0,1,1,1,70,85,30,100,40,60,85,85
85,16,3,1,1,71,74,69,49,60,60,86,86
100,0,1,1,1,32,86,71,72,17,61,91,85
1,71,5,3,1,60,1,1,100,62,61,100,100
62,30,4,1,2,16,70,85,50,16,41,92,86
85,0,1,2,2,50,100,50,100,0,85,85,100
70,0,1,1,1,0,100,40,50,40,50,60,100
5,15,5,1,1,40,30,50,70,15,15,80,50
30,40,6,3,2,0,50,50,60,30,60,75,100
30,15,1,1,1,2,50,41,71,12,39,72,85
16,70,5,1,1,30,52,50,85,41,60,85,100
86,63,1,2,1,49,72,77,68,38,51,83,81
31,61,5,1,2,30,30,40,50,50,60,60,60
15,85,7,1,1,40,40,60,100,40,70,100,70
30,85,7,1,2,85,17,50,90,51,50,100,75
40,70,1,1,1,55,50,60,65,50,40,90,70
70,30,2,1,2,43,52,99,87,50,42,99,85
0,40,6,5,1,0,0,100,85,0,15,30,100
70,0,3,1,1,0,60,50,70,15,0,60,70
50,50,2,1,2,60,70,40,85,40,60,85,85
100,15,1,2,2,40,15,15,70,70,15,70,100
80,30,1,1,2,42,89,80,51,75,51,95,98
15,85,5,1,1,51,32,61,51,41,51,85,85
16,72,7,1,1,40,31,2,83,70,85,41,84
0,0,4,1,1,0,50,0,50,0,50,50,50
92,0,1,1,1,100,50,0,70,0,3,100,85
100,30,2,1,1,26,90,27,66,76,53,87,93
14,69,7,1,2,41,53,59,62,87,86,100,66
30,70,5,5,1,70,15,70,85,60,70,70,70
30,75,5,1,1,38,48,29,62,51,51,77,71
15,15,4,1,1,15,50,85,85,30,50,30,85
70,40,2,5,2,70,70,85,85,70,85,85,85
89,2,1,5,2,60,50,50,100,70,50,85,70
15,15,2,1,2,70,40,70,70,50,70,85,50
70,15,3,1,2,0,60,70,85,50,50,85,100
0,30,4,1,2,85,70,60,60,50,60,100,60
0,100,7,1,1,50,41,41,85,86,85,85,99
50,50,1,1,2,30,50,70,100,50,50,30,85
60,50,2,1,2,50,50,70,60,40,40,70,70
30,60,5,5,1,85,40,60,70,40,60,70,85
85,30,2,1,2,16,96,55,60,31,61,53,93
85,40,2,2,2,70,70,60,70,60,60,70,70
83,1,1,1,2,2,78,51,68,3,33,69,75
85,30,1,1,1,15,94,60,100,15,15,91,100
75,0,1,2,2,0,50,60,70,30,50,15,78
70,15,3,5,2,50,50,70,85,50,50,70,50
40,20,4,6,1,50,50,50,50,50,40,50,50
54,54,6,1,1,67,38,78,73,60,44,93,69
15,15,4,1,1,16,50,16,50,41,50,70,78
30,70,6,3,2,51,51,99,50,50,51,97,99
55,46,4,1,1,16,46,42,50,51,50,85,71
93,26,1,1,1,16,66,61,86,91,85,75,100
60,0,3,5,1,70,60,50,60,50,30,60,60
60,0,1,1,2,0,60,60,85,60,50,85,50
84,50,1,2,1,70,51,61,71,71,61,51,61
50,15,2,5,1,50,30,67,70,70,50,70,50
50,49,6,1,1,85,85,31,88,85,84,99,85
100,50,1,1,1,15,70,85,85,85,15,0,20
3,61,7,1,1,85,50,40,60,75,50,90,60
1,85,7,1,1,85,60,31,84,52,70,85,50
38,54,5,1,2,40,40,63,71,41,69,89,87
16,87,5,1,2,41,18,31,52,62,74,86,84
71,30,1,5,1,65,65,85,65,45,25,65,100
3,30,4,1,2,1,1,96,51,41,74,83,98
59,32,2,1,2,2,100,60,84,40,51,86,99
14,54,5,1,1,77,60,51,76,68,64,69,70
59,0,3,1,2,2,99,98,60,43,52,99,99
45,48,4,5,1,85,85,85,85,70,60,85,89
30,70,6,1,2,85,30,50,50,15,50,15,15
0,70,6,1,2,100,50,39,99,39,50,99,51
40,60,4,1,2,100,50,70,50,40,50,70,50
85,18,3,1,2,5,77,90,58,24,28,38,100
85,60,2,1,2,70,100,85,100,100,85,100,100
50,65,7,1,1,25,30,0,50,25,50,85,85
0,85,7,1,1,85,0,60,70,100,100,100,85
40,85,7,1,1,70,70,60,85,50,85,85,70
60,30,2,1,2,30,70,40,60,40,50,100,85
74,32,2,5,1,31,39,67,51,52,49,72,85
16,70,7,1,1,50,60,15,85,70,70,85,85
40,60,5,1,1,40,50,50,70,40,70,70,70
0,70,7,1,2,70,70,42,85,70,70,100,85
87,2,3,1,1,30,50,70,60,50,15,30,50
75,15,1,1,2,2,100,90,95,10,15,75,100
40,30,6,1,1,30,60,50,60,30,50,60,85
65,2,3,1,3,0,100,69,72,39,25,51,100
10,15,3,1,2,85,54,73,60,42,64,84,81
32,71,7,1,1,75,41,24,85,61,61,86,86
0,85,7,1,1,60,15,30,100,85,50,100,70
15,85,7,1,2,85,0,30,50,85,50,100,85
80,15,1,5,2,0,60,76,92,62,87,40,99
100,0,1,1,2,50,100,50,50,50,50,100,50
85,15,1,2,1,96,85,50,100,50,86,70,50
62,18,3,1,1,15,50,56,50,64,49,71,78
70,50,1,1,2,30,51,30,52,50,52,53,50
51,51,2,5,1,70,67,85,51,51,51,81,86
1,45,5,1,2,70,50,50,85,40,50,85,100
0,85,7,6,2,85,30,70,84,60,85,99,85
16,46,6,1,1,80,10,10,60,70,80,85,55
50,0,3,1,2,15,85,70,70,0,30,15,85
0,85,7,1,1,30,50,50,50,30,50,85,50
70,15,1,1,1,15,85,85,85,70,50,85,85
15,85,7,1,1,60,40,60,70,40,50,85,60
30,70,7,1,2,100,40,70,70,50,50,100,50
70,0,1,2,1,0,100,51,100,41,50,50,100
100,1,1,2,2,85,100,85,100,85,85,70,100
71,30,1,1,2,51,88,92,91,32,91,79,93
75,50,2,1,1,41,40,100,60,54,51,54,80
50,85,5,3,1,60,50,50,60,70,70,85,50
60,41,3,1,2,51,52,63,61,60,53,97,62
1,62,7,1,2,61,41,29,100,41,83,100,84
60,0,2,1,2,70,60,85,100,40,50,85,85
69,46,7,1,2,43,46,42,32,58,33,66,60
50,19,3,1,2,15,51,41,61,52,60,60,60
95,0,1,1,1,7,89,50,77,46,52,100,70
50,50,4,1,2,35,25,85,85,45,25,100,95
65,45,2,1,2,60,100,80,100,100,100,100,100
77,40,2,6,2,60,50,60,60,51,41,95,51
100,0,1,1,2,100,100,100,100,50,50,100,100
88,16,2,5,2,50,73,51,50,50,50,50,97
15,15,4,1,1,62,86,87,100,71,100,94,100
30,100,7,1,2,70,60,85,70,40,70,85,40
3,73,7,1,2,51,70,51,77,69,60,100,98
86,41,2,2,2,49,60,51,60,62,49,23,66
50,50,6,1,2,85,50,70,100,70,60,100,100
84,0,3,1,2,0,50,85,70,15,31,51,86
0,85,7,1,2,100,32,59,68,69,60,100,99
70,60,2,1,2,14,98,61,81,72,71,98,92
15,40,2,1,2,70,50,50,70,50,15,60,15
0,40,6,1,1,50,41,40,61,49,30,50,51
40,15,6,1,1,30,67,60,21,53,17,82,58
30,60,6,1,2,85,15,70,100,40,100,100,70
1,1,4,1,1,1,15,32,70,30,45,15,84
15,60,7,1,1,50,51,85,50,40,50,100,84
0,85,7,1,2,70,40,30,100,100,85,100,85
85,40,1,2,2,50,100,100,85,40,70,70,100
59,15,2,3,2,74,52,49,61,48,50,71,88
50,60,6,1,2,60,15,15,85,50,50,100,85
11,60,7,1,2,100,0,0,50,70,85,40,100
70,30,3,1,1,88,52,94,69,44,61,21,98
50,70,6,1,2,50,50,85,50,50,50,100,50
100,30,1,5,2,100,100,85,100,40,70,40,70
70,30,2,1,1,50,50,50,50,40,50,70,50
70,20,3,1,2,40,100,70,50,30,50,70,85
0,60,4,1,1,60,60,60,60,40,70,85,40
0,30,4,1,1,50,50,50,50,50,50,70,50
2,8,4,1,1,51,33,32,97,32,97,99,52
50,50,4,1,2,60,60,70,82,30,30,85,70
61,70,5,1,1,70,71,76,94,75,85,85,86
50,50,2,5,2,40,60,40,70,30,50,70,100
51,51,4,1,1,0,0,30,50,15,50,85,100
19,64,7,1,1,0,5,0,5,5,8,9,10
100,1,1,2,1,51,51,75,100,30,0,1,100
0,40,7,1,1,100,50,50,90,80,75,95,60
70,40,2,1,1,50,50,60,60,15,40,60,50
85,50,2,1,2,54,82,52,71,31,16,87,77
12,60,5,1,1,95,25,10,57,67,47,80,49
40,30,3,1,2,15,60,40,70,40,60,70,100
50,30,6,1,1,28,41,11,51,39,50,70,90
60,30,1,2,1,70,85,60,100,40,50,70,85
0,100,7,5,1,100,0,0,0,0,0,100,0
98,24,1,1,2,0,97,82,60,19,30,94,100
60,30,4,1,1,60,30,60,85,40,50,85,50
73,41,6,1,2,41,46,65,75,32,18,71,98
85,85,2,1,2,85,100,50,100,100,100,70,100
0,70,7,1,2,60,40,40,60,60,50,100,85
40,70,2,6,1,60,85,75,90,85,20,100,75
60,30,4,1,1,40,50,50,50,60,50,70,85
60,60,2,6,2,30,70,60,40,30,60,70,40
69,51,2,5,1,100,50,71,86,61,61,85,84
70,50,2,5,2,50,50,40,85,50,40,40,70
100,0,1,2,2,50,50,50,100,50,0,50,50
1,64,4,1,1,70,72,32,6,1,2,95,98
69,30,1,1,2,17,99,61,59,15,20,42,84
38,39,5,1,2,60,70,0,85,70,50,85,70
100,0,2,5,1,30,16,100,100,69,40,100,100
67,28,3,1,2,35,40,41,58,72,55,93,71
42,24,1,1,2,1,77,71,50,14,50,69,91
30,70,7,1,1,50,15,40,50,85,50,70,60
70,40,1,1,2,10,90,47,48,35,35,80,95
50,50,4,1,2,85,100,70,85,85,85,100,100
50,70,6,1,1,30,50,30,85,60,60,70,85
10,85,5,6,1,85,50,50,70,65,70,85,65
70,30,2,3,2,51,42,16,51,40,31,85,86
85,0,1,1,2,85,70,100,85,60,50,100,100
0,85,7,1,1,46,50,44,45,35,16,55,33
61,17,3,1,2,15,70,60,85,30,40,70,100
30,80,6,1,1,50,17,0,31,16,47,81,98
51,51,4,6,1,50,50,50,83,49,54,51,51
60,0,1,5,2,100,100,96,100,70,100,100,70
85,0,2,5,2,100,50,50,0,100,30,0,50
0,0,4,1,1,50,0,0,50,0,50,50,50
30,40,5,5,1,70,50,50,85,70,50,85,70
15,70,5,1,1,50,60,40,70,40,40,100,100
35,36,4,1,2,1,41,69,94,5,85,91,96
30,30,6,1,1,15,30,15,50,50,70,85,70
40,70,7,1,2,52,52,33,73,72,63,81,72
30,70,7,1,1,100,40,60,70,60,30,85,40
85,50,3,1,2,70,85,70,85,85,50,85,85
40,60,3,1,1,30,30,70,70,50,40,70,70
62,14,2,2,1,84,50,85,60,31,30,50,70
0,99,7,1,1,100,16,50,100,61,60,100,70
0,60,7,1,2,50,50,16,85,60,70,85,85
0,60,5,1,1,60,50,50,70,60,70,85,70
30,70,5,1,1,50,30,30,70,50,40,40,50
1,85,7,1,1,74,20,16,60,70,83,84,72
85,15,1,5,1,70,71,0,62,60,51,50,86
60,60,3,1,1,70,30,70,100,0,0,85,100
0,65,5,1,1,0,50,0,50,70,50,85,100
20,20,5,1,2,50,50,45,50,50,50,60,85
0,60,7,1,2,16,48,50,60,61,61,82,74
85,30,1,6,2,93,70,100,85,60,85,70,100
86,31,1,1,2,41,56,47,88,61,72,70,71
85,30,2,1,2,70,70,70,85,50,50,85,70
40,40,5,1,2,50,30,73,61,24,60,61,50
100,0,1,1,1,0,100,85,85,0,30,30,100
15,60,6,1,1,70,70,70,85,41,50,70,70
70,40,2,1,2,30,100,70,100,70,100,100,70
1,60,7,1,2,70,60,60,60,70,85,85,85
0,0,4,1,1,85,15,50,70,50,50,85,50
51,52,4,1,2,71,50,70,100,70,51,100,99
53,60,4,5,1,61,52,72,86,87,62,86,99
50,50,4,5,2,50,40,50,70,40,60,85,70
15,30,1,5,1,0,55,60,70,35,35,40,85
0,16,7,1,1,100,40,60,85,86,85,85,78
40,60,6,1,1,60,60,60,70,40,60,85,75
17,62,7,1,2,60,40,50,60,40,40,70,60
85,50,2,1,2,50,60,70,50,60,40,30,50
50,20,6,3,1,100,0,75,0,80,80,85,100
85,0,1,2,1,53,50,60,48,50,48,3,50
40,50,6,3,1,91,31,41,88,54,55,84,74
85,30,1,1,2,77,81,78,90,29,53,61,85
30,30,4,1,2,50,70,85,100,0,0,85,70
15,60,5,1,1,85,70,15,85,85,85,85,85
70,0,1,1,2,15,50,70,50,50,50,71,100
62,77,2,5,1,70,70,85,70,100,50,0,70
29,30,4,1,2,52,4,50,86,6,32,100,99
50,85,7,5,2,70,0,100,100,60,70,100,85
15,70,6,1,2,41,32,71,52,51,52,86,71
70,15,1,1,1,15,60,60,50,50,50,60,100
100,50,4,2,1,40,50,31,85,40,30,50,60
78,5,1,1,1,47,98,79,87,41,50,93,77
15,60,6,1,1,60,0,15,40,40,70,85,50
70,50,6,5,1,74,84,71,73,73,76,85,74
31,30,4,1,1,32,41,85,61,1,41,41,51
15,65,6,1,2,85,50,15,85,70,70,85,60
15,50,7,1,1,50,50,15,100,15,50,70,85
0,71,7,5,1,50,40,50,50,60,50,85,85
0,100,7,1,2,100,50,100,100,50,100,100,100
70,15,3,2,1,0,85,85,85,40,50,70,100
50,50,6,1,2,70,40,40,60,60,50,85,40
90,15,1,1,2,61,100,98,100,47,70,96,100
15,70,7,1,1,85,40,50,100,85,85,100,85
55,75,6,1,1,40,40,20,70,70,45,60,85
60,0,2,1,2,0,56,17,62,52,52,79,72
0,17,6,1,1,85,15,15,100,100,100,80,50
0,70,7,1,1,92,73,78,77,50,82,86,86
1,50,7,1,1,100,16,15,81,65,50,96,61
30,0,3,1,1,15,70,60,50,50,50,40,85
30,70,6,1,1,100,50,50,50,80,50,100,60
70,30,2,1,2,60,70,85,70,50,70,100,100
100,0,1,6,2,0,100,50,60,0,0,50,70
0,0,6,2,2,100,15,50,100,0,100,85,18
31,60,6,1,2,50,50,30,15,30,60,100,100
60,16,3,3,2,16,70,55,75,40,46,50,97
60,30,3,1,2,15,98,70,71,40,67,41,98
61,46,2,1,2,0,60,40,70,85,85,70,100
30,14,4,1,1,1,70,61,50,40,49,60,95
70,16,1,1,1,2,86,71,50,31,50,93,85
50,50,3,1,2,40,85,85,60,30,30,40,100
0,85,6,1,1,70,0,30,100,70,70,100,85
100,0,1,2,2,100,100,100,100,84,0,100,100
48,60,4,5,1,30,40,30,75,60,50,85,65
100,0,1,1,2,51,53,97,71,96,49,98,51
50,50,4,1,2,50,50,70,60,30,15,70,50
50,50,4,1,2,0,50,60,50,9,50,85,60
30,40,5,1,1,30,41,31,52,50,51,79,86
3,90,7,1,2,40,40,32,50,50,50,94,56
3,85,7,1,1,100,15,0,60,85,85,100,70
71,2,1,1,1,15,90,70,85,30,30,40,100
85,40,3,1,2,30,85,85,85,70,60,85,100
15,85,7,5,1,60,15,60,50,15,50,85,85
70,16,3,1,2,60,40,85,70,30,70,85,70
50,50,5,1,1,100,40,23,60,37,50,64,100
40,60,6,1,2,40,50,12,73,41,70,85,84
0,70,7,1,1,100,100,0,85,85,70,100,100
50,60,6,1,1,17,51,32,16,31,31,60,17
30,85,5,1,1,70,50,70,100,60,60,85,50
0,31,5,1,1,69,15,30,70,80,62,78,86
30,84,6,1,2,51,41,40,51,70,60,71,85
0,40,5,1,2,100,50,50,85,70,85,100,70
71,5,1,1,2,10,100,71,100,30,60,100,100
30,60,5,1,2,49,40,52,69,35,49,48,71
30,0,3,6,2,0,70,60,50,70,50,30,85
2,85,7,1,2,70,60,40,50,70,50,85,50
30,50,6,1,2,50,40,44,56,40,31,61,61
70,41,2,1,1,16,31,51,50,30,50,58,69
31,25,2,1,2,50,50,50,50,50,50,100,50
85,49,1,6,2,89,84,70,100,77,92,94,90
100,15,1,1,1,84,60,99,70,50,50,84,85
85,60,5,5,2,40,30,50,85,15,50,85,70
75,0,1,1,1,1,91,64,84,1,26,16,84
60,30,2,1,2,15,50,50,60,50,50,50,85
78,43,2,1,1,78,48,52,63,57,42,68,98
16,71,7,1,2,100,40,40,60,40,60,100,60
85,15,1,1,2,15,100,85,100,0,0,100,85
85,72,4,1,2,60,86,71,100,61,49,71,71
30,50,2,4,2,55,42,54,86,63,69,61,85
85,40,2,1,2,70,85,70,85,70,85,100,70
50,50,4,1,1,56,49,43,56,49,52,78,53
70,60,1,6,1,30,30,60,60,40,50,60,100
0,85,7,1,2,86,16,60,70,71,70,98,99
55,20,3,1,1,50,50,30,50,50,50,79,60
60,30,4,1,1,40,50,40,50,40,40,50,70
70,0,1,2,1,50,85,100,70,15,50,40,100
0,0,5,1,1,44,16,0,62,18,1,83,37
60,15,3,1,1,1,70,70,85,40,50,70,100
7,51,5,1,2,50,9,50,73,52,51,83,57
75,15,2,1,1,0,85,60,65,50,50,55,90
0,0,4,1,1,50,50,50,50,50,50,50,91
15,85,5,1,2,50,30,60,50,50,50,100,50
70,50,1,1,1,50,50,60,50,50,50,70,70
40,40,4,1,1,30,40,60,62,60,60,40,85
15,40,6,1,2,86,50,52,60,17,50,100,51
100,0,1,1,2,15,100,52,100,40,50,85,100
80,45,3,5,1,70,100,100,100,31,93,100,90
0,0,3,1,1,100,99,100,98,98,86,98,100
50,70,7,1,2,73,17,70,65,50,50,81,62
0,86,5,1,1,99,51,51,85,70,85,100,71
61,43,3,1,2,34,97,50,84,30,47,61,99
0,85,6,1,2,50,60,30,85,0,50,70,60
50,70,3,1,1,50,50,71,50,50,50,50,50
99,2,1,1,2,50,100,100,100,0,50,100,100
37,63,7,1,1,50,31,29,51,70,50,98,66
75,5,1,1,1,10,70,75,90,15,20,40,90
15,85,7,1,2,50,30,50,70,60,60,85,50
60,33,6,1,1,39,41,17,50,40,51,60,70
51,62,7,1,2,50,84,62,62,71,51,86,85
50,50,4,5,1,50,50,70,70,60,50,60,60
70,0,2,1,1,0,100,70,100,0,50,70,100
85,0,1,1,2,15,85,85,85,0,40,85,100
81,21,1,1,1,43,98,96,98,15,36,25,96
17,85,7,1,2,51,0,30,42,71,16,100,84
51,50,4,1,1,60,50,70,60,85,60,85,70
60,50,6,1,2,60,70,50,85,50,50,85,50
0,30,7,1,1,85,0,0,50,84,99,99,99
17,26,5,1,2,85,85,40,70,40,70,100,100
30,60,6,1,1,15,50,50,50,30,50,85,70
24,55,5,1,1,43,17,41,35,35,27,39,71
99,50,1,2,2,61,91,99,86,70,71,85,99
60,1,3,1,2,0,52,84,51,1,30,39,96
60,0,2,1,2,50,50,0,50,50,70,99,50
60,40,2,1,2,50,60,50,60,40,40,50,60
0,85,7,1,1,50,0,0,85,70,100,100,60
100,50,1,1,1,27,25,73,19,15,16,97,15
85,15,1,1,2,30,40,30,60,15,40,85,60
15,40,5,1,1,70,0,0,60,85,85,100,85
0,100,7,1,1,50,50,50,85,50,50,100,100
100,0,4,1,2,50,70,100,85,30,50,85,70
30,70,6,1,2,70,60,15,50,60,50,85,50
60,15,3,1,1,15,61,52,71,71,61,60,100
70,70,4,1,2,70,85,60,85,70,70,85,85
41,41,2,1,2,50,50,60,50,50,50,85,70
60,30,4,1,1,40,60,60,85,40,50,60,85
60,30,2,1,2,30,100,80,100,40,50,95,70
0,93,7,1,2,100,16,32,70,41,85,100,65
0,0,4,5,2,50,50,50,50,50,50,50,50
39,62,6,1,1,49,50,94,85,31,50,95,84
85,45,1,2,1,69,49,80,50,51,70,42,92
15,40,6,5,2,54,50,60,62,60,50,87,60
60,30,3,1,1,55,100,80,100,75,100,70,100
30,85,7,1,2,40,40,60,100,60,70,85,85
59,17,6,1,2,61,58,42,60,41,60,60,70
30,0,3,5,1,0,30,60,70,70,60,40,85
15,85,5,1,1,51,51,99,50,73,85,86,84
40,60,4,1,1,51,51,51,50,52,51,86,52
71,8,3,1,1,0,89,85,85,16,50,66,92
30,62,5,1,1,40,50,50,60,40,50,85,50
80,20,1,1,1,0,100,70,85,60,50,85,100
0,0,3,1,1,0,0,100,0,50,0,0,0
10,99,6,1,1,85,0,50,30,50,40,100,85
15,100,7,1,1,100,50,85,100,60,100,100,85
15,60,7,1,1,70,31,40,88,49,84,79,50
30,60,7,1,1,85,18,41,91,61,75,86,86
60,50,6,1,1,70,40,100,50,40,50,70,50
38,19,2,1,2,30,85,70,70,30,50,70,70
79,10,3,1,2,7,98,70,95,69,73,69,95
0,85,7,1,2,50,50,50,50,50,50,70,50
100,30,1,1,1,30,60,85,70,30,30,85,85
41,95,7,2,2,85,40,50,70,85,60,30,60
50,50,4,1,2,50,55,70,85,75,55,80,80
60,30,2,1,2,4,96,69,50,29,69,39,70
0,100,7,1,2,100,0,100,100,52,100,100,100
50,50,4,1,1,0,50,50,42,43,0,55,100
0,61,7,1,1,85,40,40,70,60,70,100,70
15,60,7,1,1,99,14,31,83,69,40,97,84
100,15,1,2,2,50,60,60,40,50,30,0,85
0,50,6,1,1,51,32,52,52,50,51,85,62
0,70,7,1,1,20,0,20,85,50,85,85,85
46,60,6,1,1,17,45,61,70,66,50,70,71
77,10,1,1,1,0,64,60,60,61,61,70,90
60,30,1,2,2,50,50,50,50,50,50,50,60
15,85,7,1,2,85,70,70,60,85,70,85,70
70,15,2,1,1,40,50,70,59,51,59,69,59
0,100,7,1,1,95,10,71,69,55,33,85,85
50,85,5,6,1,85,70,70,85,60,50,100,85
16,1,1,1,1,30,85,85,86,50,50,40,85
84,1,1,1,2,41,41,71,51,30,50,16,52
70,30,1,6,2,60,50,50,50,40,50,60,70
60,60,6,1,1,50,70,85,85,30,30,100,85
99,40,1,2,2,86,61,70,69,70,64,60,59
100,0,1,2,1,100,60,51,99,51,51,61,86
60,30,1,2,1,30,85,50,70,15,50,85,100
99,0,1,1,1,30,100,100,85,60,70,100,100
30,60,4,1,2,60,50,50,70,70,50,70,60
15,15,3,1,1,15,60,50,50,50,50,50,85
71,1,2,2,2,40,100,70,100,70,100,85,85
60,40,2,1,1,80,50,15,60,60,40,60,70
50,15,5,1,1,20,76,15,71,30,60,85,61
14,28,7,1,1,56,24,41,48,46,45,70,91
87,10,1,1,1,0,75,40,50,60,70,75,100
56,17,2,1,2,15,85,40,50,40,50,50,85
85,30,3,1,2,85,70,70,40,70,60,100,100
15,85,7,1,1,70,50,30,50,50,50,85,70
70,15,1,1,2,31,70,45,57,40,44,56,67
60,60,4,5,2,50,15,30,85,50,15,85,70
30,15,3,1,2,15,70,60,70,40,40,70,100
17,41,6,1,1,22,41,41,71,60,70,99,85
70,60,4,6,1,60,60,60,85,60,60,70,85
1,86,7,1,2,53,2,53,62,51,62,100,52
50,50,5,1,1,50,70,50,85,40,50,60,85
17,61,4,1,1,66,50,15,85,15,13,99,87
30,30,6,1,1,60,61,40,66,67,60,78,95
84,2,1,1,1,16,14,21,64,30,50,55,97
50,51,4,1,1,45,50,50,45,45,50,50,70
0,0,4,6,1,0,50,50,50,50,50,16,61
35,88,7,1,1,60,30,76,60,8,50,70,85
100,0,1,1,2,0,85,50,85,40,30,60,40
87,1,2,2,2,71,63,62,70,50,65,83,74
50,50,4,4,1,50,50,50,53,50,50,53,50
0,85,5,1,1,43,69,16,39,61,85,95,80
30,60,6,1,2,94,53,42,51,41,43,88,70
60,70,4,6,2,60,70,70,70,40,70,100,85
30,70,6,1,1,50,40,85,30,60,60,100,60
60,40,4,1,2,85,70,60,60,40,60,70,50
60,40,1,1,2,9,71,60,86,32,51,78,76
72,31,2,1,1,52,98,86,96,31,53,72,97
70,60,1,1,1,85,50,70,100,70,60,85,70
0,60,7,1,2,60,40,15,70,40,15,85,60
60,40,2,5,1,50,30,4,50,46,65,84,100
32,64,6,1,2,52,61,42,60,51,51,99,85
88,1,1,2,2,55,85,82,81,50,50,4,77
83,2,2,1,2,32,100,71,98,39,31,100,83
97,5,1,2,1,66,79,66,74,75,51,3,47
50,0,1,2,2,71,99,50,0,0,63,62,63
56,0,1,2,2,50,77,63,71,15,32,41,54
85,15,2,5,2,85,100,100,100,60,15,30,70
85,50,1,1,2,50,50,40,85,40,50,85,50
60,50,3,4,2,50,50,61,50,61,86,85,85
10,70,7,1,1,100,50,50,70,75,70,60,70
50,50,4,6,2,50,50,50,50,50,50,50,50
85,70,1,1,1,45,34,84,89,45,55,40,98
66,34,2,1,2,18,70,15,85,40,70,1,100
11,11,4,3,2,40,85,60,70,40,60,70,85
17,100,7,1,1,95,0,50,80,85,80,95,95
0,0,4,5,2,50,51,3,50,58,51,1,51
30,60,6,1,1,60,60,60,85,30,60,70,60
75,0,1,1,1,5,100,57,95,40,43,40,100
0,30,6,1,2,0,50,100,60,0,50,85,60
45,60,6,1,1,60,20,60,65,10,48,75,65
15,85,5,1,2,60,40,0,85,70,60,100,0
52,57,2,2,2,100,70,60,70,69,64,60,64
0,70,7,1,2,50,50,30,50,50,60,100,50
15,15,4,2,2,100,0,50,0,0,0,0,100
50,61,7,1,1,60,100,50,70,70,70,100,85
40,40,6,1,2,46,62,71,65,45,60,42,75
70,15,1,5,1,50,60,60,70,70,70,60,80
80,0,1,1,2,33,100,73,82,48,50,58,100
100,30,1,2,2,85,71,61,100,41,84,31,92
60,70,7,1,2,85,50,60,100,40,70,85,70
15,70,7,1,1,85,30,60,70,85,85,85,100
15,70,7,1,2,51,41,50,83,38,49,99,84
50,50,6,1,1,60,60,50,60,50,50,70,85
1,31,7,1,1,99,1,37,82,99,99,100,0
85,30,2,1,2,40,85,40,60,30,40,30,60
40,40,4,1,2,85,30,85,85,60,50,100,70
40,30,4,1,2,60,50,50,100,50,70,100,85
41,85,7,1,2,77,49,51,56,70,49,86,86
60,30,1,6,2,50,85,100,100,40,40,100,85
0,30,4,1,1,40,0,30,70,30,15,70,60
75,35,1,1,2,10,100,85,100,60,50,75,100
40,0,3,1,2,40,60,100,100,0,15,85,100
80,15,1,1,2,15,100,50,60,0,14,50,85
70,0,1,1,2,41,99,62,60,72,84,71,98
0,85,7,5,2,40,70,70,100,30,85,100,100
0,85,7,1,1,85,0,30,85,85,70,85,60
22,75,7,1,2,85,45,65,85,75,85,100,80
0,60,7,1,1,99,17,4,84,52,65,100,61
15,85,7,1,1,40,50,50,50,40,50,85,100
0,49,6,1,1,50,70,68,97,0,21,100,70
70,40,2,6,2,15,60,70,60,40,30,70,85
70,30,6,1,1,25,70,40,100,60,60,100,100
15,70,7,1,2,50,40,30,60,90,90,90,80
