democratic_party_therm,republican_party_therm,respondent_pid,respondent_race,respondent_gender,christ_fundementalist_therm,feminist_therm,labor_union_therm,poor_therm,big_biz_therm,rich_therm,police_therm,scientists_therm
52,50,4,3,1,0,1,1,60,59,32,50,85
100,16,1,5,1,36,60,83,85,16,17,100,83
70,40,3,1,1,50,50,70,70,60,60,85,85
18,20,4,1,1,40,59,50,50,40,40,40,70
0,85,7,1,2,15,12,45,60,70,70,75,55
100,40,1,1,1,60,40,60,30,30,40,65,35
70,40,2,3,1,15,60,30,70,60,40,70,70
15,100,7,6,2,73,50,47,50,70,74,70,50
30,70,7,1,1,2,76,52,52,0,3,40,99
15,60,5,1,1,60,15,30,100,70,70,85,60
49,51,4,1,2,41,48,87,60,41,51,94,85
64,31,1,1,2,64,98,99,79,5,51,62,93
60,30,1,1,2,50,100,100,100,30,50,100,100
100,0,1,5,2,75,80,90,90,30,30,90,80
16,1,3,1,2,3,30,61,84,4,49,60,69
70,40,2,1,1,40,40,70,70,30,60,70,60
65,40,3,5,2,35,90,60,95,25,50,80,75
85,0,1,1,2,0,100,98,100,60,70,85,100
60,50,1,1,1,64,50,60,60,50,59,60,57
15,15,4,1,2,50,50,70,50,50,15,0,85
60,50,3,1,2,50,50,60,70,50,50,85,70
85,30,1,1,2,15,85,85,90,40,50,85,95
40,51,4,2,2,62,1,16,85,50,50,70,6
85,30,3,6,2,43,76,66,70,67,69,86,84
40,60,7,1,1,50,50,40,50,60,50,90,90
30,40,6,1,1,58,55,35,45,67,60,64,68
15,40,5,1,1,41,16,83,50,48,18,100,61
15,70,7,1,2,100,16,14,99,86,70,91,88
50,70,6,1,2,70,30,60,85,40,70,85,70
0,15,6,1,2,100,15,30,70,60,50,100,85
38,62,7,1,2,62,36,33,88,86,88,97,83
70,0,2,2,2,85,40,60,85,70,30,60,70
31,61,5,1,2,61,52,30,75,50,71,56,50
42,61,5,1,2,96,50,50,50,50,50,51,50
30,0,1,1,1,30,31,99,20,14,5,44,23
0,41,6,1,2,17,42,32,31,71,17,85,51
85,0,1,2,2,70,70,85,70,70,60,85,85
15,50,7,1,1,70,60,30,50,70,50,100,85
10,71,5,1,2,31,65,62,51,43,50,88,62
40,30,5,1,2,48,50,50,60,36,41,70,70
72,15,1,1,1,51,32,16,60,17,62,85,42
100,0,2,2,2,70,15,70,70,70,30,60,85
70,0,1,1,2,1,100,100,100,51,71,71,86
0,30,6,1,1,61,14,4,71,94,84,100,36
30,60,5,1,1,60,50,42,60,60,51,48,61
31,80,7,1,1,13,53,98,80,93,77,100,94
100,0,1,6,2,30,100,85,100,0,60,85,85
70,0,2,1,1,50,85,60,100,30,40,85,100
50,0,3,1,1,34,69,65,72,35,50,50,81
0,1,5,1,1,0,33,18,52,51,51,86,51
30,30,7,1,1,71,28,31,50,69,69,99,71
60,0,4,5,1,0,0,50,50,30,50,50,70
15,0,2,1,2,31,85,85,85,16,30,41,86
60,60,4,1,2,40,60,60,50,50,50,70,50
85,16,1,1,2,0,85,50,85,16,50,77,90
30,30,3,1,1,60,60,70,70,30,40,85,70
30,85,7,1,1,50,0,50,85,40,40,100,100
85,60,3,1,2,0,85,30,60,60,85,85,100
70,99,6,5,2,52,85,51,89,100,82,100,100
10,51,6,1,2,50,50,55,32,31,41,88,90
0,0,4,4,2,40,85,60,85,30,85,70,85
0,90,5,1,2,56,55,51,40,60,63,60,75
41,40,5,1,2,50,50,60,60,60,40,70,70
40,100,6,1,2,50,30,50,70,85,70,100,100
60,40,4,3,1,50,40,60,71,30,50,71,70
50,50,6,1,2,100,50,40,100,70,70,100,85
0,100,7,1,1,85,70,70,60,30,60,100,85
66,39,2,5,1,40,17,77,50,50,42,76,79
40,60,7,1,2,30,50,40,70,15,30,85,85
70,60,2,5,2,50,51,52,61,51,49,87,62
1,98,7,1,2,89,55,94,86,78,80,95,90
71,16,2,1,1,16,72,71,60,16,51,45,91
60,0,2,1,1,0,50,85,85,0,0,85,40
30,50,6,1,1,40,60,45,50,41,79,46,41
99,11,1,2,1,99,1,94,85,62,35,85,73
30,70,6,1,1,75,50,80,99,30,99,100,49
49,71,5,1,2,60,40,100,100,40,30,15,60
70,40,2,1,2,50,60,60,60,60,40,70,60
71,31,1,1,2,33,72,85,100,16,51,71,99
70,0,1,1,2,70,85,85,70,50,50,85,50
51,70,6,1,2,100,87,50,100,30,100,100,100
85,0,1,1,1,0,50,15,50,85,50,60,100
50,50,4,1,2,50,50,88,73,60,50,60,96
30,60,5,6,1,86,31,41,87,61,51,85,71
5,50,4,1,1,73,1,49,60,86,65,85,84
40,85,6,1,2,70,60,60,60,70,70,85,85
50,44,3,3,2,50,75,75,75,30,30,50,85
20,85,1,1,2,40,30,70,30,30,60,30,50
56,57,6,1,2,50,58,50,60,50,57,100,65
30,70,6,1,1,50,60,50,85,50,85,85,85
60,10,1,1,1,30,85,40,70,40,50,60,85
85,15,1,1,2,15,85,60,60,40,40,40,85
25,70,7,1,1,100,50,0,60,85,40,100,100
40,60,1,1,2,100,100,70,100,60,100,85,100
40,40,4,3,1,50,60,50,45,40,75,35,40
50,60,2,1,2,61,55,60,50,56,51,46,71
60,60,6,1,2,50,70,90,15,70,15,20,50
0,100,7,1,2,70,0,40,85,15,30,100,40
30,15,2,1,1,86,51,78,61,17,61,90,86
18,94,7,1,1,86,4,98,64,66,62,100,65
0,40,5,1,1,100,1,15,50,50,50,85,50
16,31,5,1,2,23,45,30,68,65,51,70,70
52,50,6,1,2,65,70,67,83,70,65,87,90
30,50,4,1,1,30,50,50,50,40,50,100,70
50,50,3,1,2,50,85,50,70,30,30,40,60
70,0,3,1,1,0,61,60,69,50,50,70,84
25,15,3,1,2,40,60,60,50,45,50,20,85
0,50,5,1,1,40,40,40,50,30,50,100,75
0,0,7,1,1,50,50,30,50,50,50,100,100
85,30,3,1,1,70,50,70,100,40,30,100,100
59,40,2,1,2,52,99,89,85,49,40,86,89
60,40,1,1,2,51,59,61,51,30,52,71,83
65,32,2,1,2,52,88,57,68,60,53,71,73
50,60,6,1,1,51,29,38,50,32,50,42,65
30,59,2,1,2,52,41,39,60,26,51,89,59
90,25,1,5,1,50,100,90,100,80,25,75,85
70,0,6,6,2,30,100,40,70,85,70,85,60
35,65,6,1,1,50,54,65,50,62,73,73,50
73,0,3,1,2,16,99,89,99,4,41,77,85
50,40,4,1,1,50,50,50,60,40,40,85,85
30,70,7,1,1,62,40,30,70,70,70,85,50
42,54,4,1,1,45,75,35,60,35,50,70,80
68,55,4,6,2,70,40,70,85,40,50,60,70
15,85,7,1,1,100,15,40,85,60,50,100,70
69,13,1,2,1,0,100,95,70,0,50,50,60
15,15,4,1,2,50,60,30,70,40,50,70,70
49,75,6,1,2,52,52,71,70,69,86,72,60
0,0,4,1,1,50,50,50,60,0,0,75,55
60,0,3,1,1,17,51,72,52,25,50,71,88
60,17,3,1,1,40,76,55,50,41,45,80,70
52,51,4,1,1,30,60,75,70,60,50,40,85
15,1,4,1,1,0,60,40,61,1,42,63,78
85,40,2,2,1,50,40,50,50,50,40,40,50
0,0,4,2,1,0,0,0,0,0,0,0,0
75,30,2,1,2,28,72,99,69,23,52,83,98
41,92,6,3,2,85,61,70,61,41,40,41,69
75,55,2,5,1,59,8,71,93,32,10,61,60
40,70,6,1,2,62,41,41,61,42,50,60,51
40,60,1,1,1,50,85,100,85,70,85,100,85
40,40,5,1,1,17,50,61,62,16,50,63,72
16,73,7,1,1,3,48,1,89,3,52,70,65
15,0,3,1,2,0,90,100,90,70,40,40,100
60,30,3,1,2,0,70,50,85,15,15,40,70
60,40,3,1,1,0,85,40,60,50,50,70,100
60,15,2,2,2,0,50,50,80,50,50,20,100
60,40,3,1,1,35,83,53,77,40,54,67,85
0,85,6,1,2,60,30,50,70,85,70,85,70
4,50,4,1,1,0,60,0,100,0,80,100,100
60,0,3,1,1,15,99,60,85,0,60,70,85
85,15,1,1,2,30,70,70,60,30,50,40,70
15,30,4,3,1,40,50,30,50,40,50,60,100
51,47,2,1,2,50,41,30,56,16,33,59,53
0,60,6,1,2,70,50,15,85,85,85,100,85
40,36,7,2,1,10,50,50,60,55,65,40,75
15,85,4,1,1,70,50,60,85,60,60,85,85
100,17,1,6,2,19,100,100,100,41,42,40,88
0,85,7,1,2,50,0,50,50,50,50,92,50
89,0,1,1,2,0,57,72,66,0,0,41,98
16,61,6,1,1,99,51,50,100,99,99,99,98
60,40,5,6,1,50,40,70,70,70,60,100,100
41,61,4,1,2,50,32,98,85,52,51,86,98
85,50,4,5,1,60,49,50,71,71,69,100,83
50,50,4,3,1,30,10,50,70,70,50,40,40
88,84,3,5,2,65,73,54,56,62,49,81,98
81,4,1,1,1,18,59,32,18,94,80,87,90
100,0,1,2,2,0,85,70,70,0,15,40,70
40,30,6,2,1,30,30,40,60,40,50,60,70
22,61,7,1,2,86,60,50,60,60,50,85,40
0,70,7,1,1,50,50,0,100,50,100,100,100
100,0,1,1,2,40,40,40,50,41,41,70,51
1,16,6,1,2,15,31,61,70,51,50,99,71
85,85,4,5,1,70,0,60,70,70,60,85,100
1,98,7,1,2,60,51,31,86,8,51,98,70
85,40,4,5,1,50,50,50,60,100,50,85,100
100,0,1,2,1,85,100,70,100,50,50,85,70
30,0,3,1,1,0,70,70,70,5,40,70,85
1,16,2,2,2,61,17,42,84,41,71,85,69
84,42,1,5,1,52,99,62,87,71,51,86,87
70,15,1,1,2,0,100,85,100,50,50,85,100
85,0,1,1,1,20,100,80,50,40,50,80,100
51,97,5,3,1,81,85,77,74,92,93,85,98
50,90,6,1,2,64,6,40,31,58,85,99,97
50,50,4,6,1,70,70,85,70,70,50,85,85
85,30,1,2,2,30,85,70,85,50,50,60,70
15,17,5,1,1,41,40,31,50,51,50,60,60
70,1,2,1,1,15,50,100,85,50,50,100,52
28,88,6,1,2,50,50,50,50,50,51,88,51
89,0,1,2,2,40,85,70,85,50,50,60,70
14,72,6,1,2,11,15,18,52,41,50,59,50
0,70,5,1,1,70,2,69,86,86,85,98,99
70,15,2,1,2,50,80,60,70,70,40,85,100
70,33,2,5,1,50,6,52,100,50,50,100,50
60,70,6,1,2,30,40,50,40,70,70,60,60
55,5,2,3,1,5,100,70,90,5,5,5,85
0,60,5,1,1,100,0,15,85,50,60,100,40
62,13,1,1,2,30,100,60,65,25,40,80,100
40,0,2,2,2,70,60,100,100,30,100,70,100
8,77,7,1,1,50,55,40,50,80,50,100,100
60,15,3,1,1,19,62,44,72,49,42,65,41
0,60,6,1,2,70,70,100,85,70,85,100,70
87,16,1,1,2,29,65,61,85,62,50,85,84
70,40,2,5,1,50,50,70,85,70,50,70,85
75,30,1,1,1,78,57,66,70,66,38,70,77
59,6,3,1,1,8,70,41,51,0,38,39,88
50,50,4,1,1,50,50,30,50,50,50,85,60
50,100,7,1,1,100,70,100,70,50,50,100,70
41,50,2,1,2,50,50,50,85,50,40,85,60
100,70,6,1,2,47,54,98,80,79,85,98,91
50,75,6,1,2,30,70,40,60,50,50,70,75
85,0,1,2,2,67,72,54,87,75,68,48,99
10,31,5,1,1,60,55,40,60,55,55,98,90
0,30,7,1,2,30,15,30,50,50,50,85,70
85,50,3,1,1,69,95,60,86,31,51,88,87
85,40,1,1,2,60,85,85,85,60,50,100,100
0,85,7,1,1,100,100,30,100,70,85,100,85
46,55,3,1,2,40,60,50,60,50,50,60,100
31,61,7,1,1,51,50,36,50,21,51,68,65
85,60,5,1,2,60,16,50,71,32,15,98,82
40,40,5,1,2,50,40,50,50,40,50,100,50
0,15,4,1,1,60,50,30,100,60,60,85,70
41,21,6,1,2,58,51,50,51,45,19,52,51
4,77,7,1,1,72,50,16,85,69,72,99,84
50,71,5,3,1,98,87,97,60,94,40,99,84
70,60,2,6,1,70,71,50,53,60,50,63,49
50,50,6,1,1,50,50,100,50,50,50,85,87
81,1,6,1,2,100,16,50,50,50,50,98,50
99,71,1,2,1,77,69,78,78,76,52,60,81
3,59,7,1,1,60,30,60,50,30,50,100,60
0,60,7,1,1,100,100,85,85,85,85,100,100
50,50,2,3,2,50,50,50,50,50,50,60,60
15,60,6,1,1,70,30,60,85,60,70,85,85
51,61,7,5,2,86,61,72,70,54,41,71,85
100,0,1,5,1,70,15,70,60,50,40,70,50
16,31,4,1,1,30,100,40,85,60,40,60,85
40,50,2,1,2,0,60,50,60,15,40,70,70
60,0,3,1,1,0,50,70,70,60,50,70,100
16,79,6,1,2,50,40,50,70,50,50,100,85
60,50,4,1,1,50,50,50,50,50,50,100,50
50,50,3,6,2,2,99,71,100,31,85,100,71
40,61,7,1,1,75,74,53,99,60,52,82,89
95,15,1,1,1,0,85,50,40,40,75,85,100
20,40,6,1,1,50,50,15,75,45,50,95,80
70,0,1,1,2,50,70,85,100,70,40,100,85
85,41,1,1,2,70,86,50,69,61,30,50,86
85,0,1,1,2,0,85,70,50,0,50,70,85
15,60,6,1,2,61,85,61,100,71,100,100,100
95,20,1,1,2,15,94,50,60,40,40,35,100
0,70,7,1,2,100,15,15,70,0,50,100,50
40,60,6,1,1,40,85,70,85,50,50,85,85
65,15,1,1,1,30,70,50,50,50,50,50,100
29,67,7,1,1,43,46,50,50,65,50,94,51
40,60,6,3,1,40,30,70,50,50,50,70,70
15,15,4,1,2,1,50,30,69,70,41,71,85
5,55,5,1,1,99,4,6,100,9,50,77,99
85,0,1,6,2,85,74,76,96,60,53,62,46
0,70,4,1,2,85,40,30,85,70,85,100,50
15,70,7,1,2,75,60,30,75,75,75,90,82
30,85,7,5,1,100,60,60,85,100,70,85,60
60,31,3,2,1,40,85,87,60,70,50,50,96
40,60,7,1,2,50,50,70,60,50,50,85,60
63,40,3,1,1,48,78,98,87,28,52,97,69
60,30,1,1,1,85,70,100,100,30,40,70,85
85,15,2,1,1,0,85,85,70,60,50,85,100
60,50,2,5,2,43,55,50,70,43,50,70,70
70,40,1,2,2,50,85,85,70,15,60,85,60
84,18,1,1,2,84,90,71,95,61,60,86,95
85,85,6,1,1,51,51,61,71,51,51,99,71
24,77,7,1,1,50,40,50,50,50,40,60,70
30,15,2,1,2,15,70,60,85,60,40,70,85
41,32,3,1,2,24,86,31,89,18,48,88,86
61,41,2,2,1,69,51,51,83,63,48,72,75
5,90,7,1,1,95,30,15,95,60,60,100,50
60,40,1,1,2,50,70,50,85,50,85,85,85
60,50,1,5,1,30,50,60,85,85,60,85,85
17,50,6,1,2,69,48,60,83,53,86,91,70
67,5,1,1,2,1,100,72,98,45,50,60,100
85,55,1,2,2,100,100,85,100,60,70,85,85
50,60,6,3,1,100,100,100,100,100,100,100,86
30,60,7,3,1,50,50,50,50,50,50,65,50
15,72,5,1,1,89,51,41,84,33,86,99,99
69,29,1,1,2,50,30,50,60,15,40,50,50
50,40,4,2,2,60,60,60,100,4,15,30,100
60,15,4,1,1,15,70,60,70,70,60,85,85
0,0,4,2,2,51,34,42,99,99,41,15,40
41,71,7,1,2,50,60,85,85,85,85,85,85
53,52,4,1,2,45,40,50,85,20,30,85,50
0,100,7,1,1,51,1,2,99,99,100,100,51
70,15,2,3,1,50,100,100,50,0,0,70,100
70,15,1,3,2,15,85,100,100,15,40,70,100
85,0,4,2,1,17,82,64,97,33,40,85,99
100,0,1,1,2,0,0,100,100,4,15,100,83
0,70,7,1,1,100,15,100,85,50,40,100,60
100,5,1,1,2,40,100,80,90,25,85,75,90
98,25,1,6,2,30,50,70,100,15,15,15,60
50,50,4,1,1,30,0,50,85,50,40,85,100
85,15,2,1,2,70,80,80,72,42,70,100,85
40,60,4,1,2,99,99,99,62,31,79,3,100
61,41,2,5,1,51,18,70,85,44,16,65,42
86,62,2,2,2,84,100,100,100,100,51,100,100
70,15,3,3,2,0,100,100,100,30,15,40,100
1,0,2,5,1,1,42,74,75,31,39,71,99
78,17,2,1,2,57,71,61,65,2,16,76,100
88,1,1,5,1,52,86,61,71,71,50,70,100
20,60,5,6,1,70,38,30,58,69,70,73,70
15,85,5,1,2,50,40,50,60,40,70,85,85
100,70,2,1,2,100,85,85,100,40,100,100,100
50,51,4,1,2,62,17,15,52,15,50,86,49
0,100,7,1,2,100,40,50,100,60,85,85,85
51,50,4,5,1,98,70,71,86,31,14,85,85
26,73,7,1,2,69,0,46,66,46,50,82,64
1,70,7,1,1,99,41,39,86,70,85,100,71
15,0,4,2,1,53,1,2,85,0,0,0,6
100,17,2,1,2,50,100,70,100,60,85,60,100
61,16,4,1,1,70,79,70,77,50,32,97,96
0,85,7,1,2,47,59,70,90,76,83,94,90
50,50,6,6,2,100,100,61,100,85,100,100,100
85,50,1,1,2,50,50,60,70,50,40,50,70
30,85,2,1,2,85,50,50,60,50,50,85,50
30,70,7,1,2,70,40,50,40,50,50,100,70
40,85,6,1,2,70,15,15,50,85,50,85,50
40,80,6,1,1,50,50,45,85,50,50,100,100
50,0,2,4,2,50,50,50,85,50,50,50,50
30,30,4,1,2,40,84,61,86,51,70,85,85
71,37,3,1,1,27,67,50,54,60,62,70,79
85,1,1,2,1,75,71,85,61,41,42,16,51
54,57,5,1,2,77,44,77,71,92,79,100,80
15,60,6,2,2,85,30,60,85,70,70,100,70
60,40,2,1,1,50,33,54,60,49,46,60,75
83,62,3,1,1,70,85,89,70,16,30,85,90
67,55,3,1,2,57,4,57,64,67,63,76,57
85,50,3,1,2,100,50,90,100,60,50,80,80
70,30,1,3,2,39,100,85,70,48,26,50,70
71,0,2,1,1,2,61,41,59,60,59,71,85
85,0,1,1,1,2,85,84,86,50,51,50,99
21,40,5,1,1,14,29,23,67,74,51,76,79
3,10,1,1,2,90,1,40,50,50,50,90,50
85,40,1,2,2,42,53,83,60,32,41,38,70
0,90,7,1,1,60,31,31,60,51,51,85,70
0,0,4,1,1,15,32,0,62,30,72,85,100
70,15,6,1,2,70,30,50,100,15,15,70,60
51,50,3,1,2,49,82,60,70,50,73,69,58
32,18,2,1,2,50,51,71,61,32,4,100,50
15,60,6,1,2,50,40,40,50,60,50,70,70
51,50,4,1,2,29,100,88,95,83,100,88,100
50,50,4,1,1,50,60,50,60,50,80,100,100
30,60,4,1,2,50,49,50,51,51,54,89,51
50,60,5,1,1,50,50,60,60,50,60,70,70
15,60,7,1,1,50,50,77,85,70,90,95,100
40,60,5,1,1,70,70,70,85,40,40,100,85
30,0,3,1,1,1,86,70,85,42,70,71,98
15,15,4,5,1,40,40,70,70,40,40,85,85
70,15,1,1,2,15,100,100,100,15,40,85,100
18,35,2,1,2,51,34,1,62,43,32,70,74
32,75,7,1,1,100,30,2,50,15,50,100,70
0,50,5,1,2,60,0,40,70,15,30,100,50
50,60,5,1,1,85,85,85,85,85,85,85,85
60,40,2,6,2,50,60,85,60,15,18,15,60
70,70,4,1,2,100,100,50,100,85,60,100,100
0,10,5,1,1,60,70,40,85,15,30,85,85
100,0,1,2,2,89,100,93,100,91,81,12,100
70,15,1,2,2,50,50,50,49,59,50,10,70
15,51,6,1,2,30,31,41,50,50,51,86,61
59,50,2,1,1,17,85,50,90,31,40,41,100
0,60,5,6,1,0,0,100,100,100,85,100,60
70,25,4,6,1,17,85,77,76,72,68,82,84
15,85,7,1,2,70,40,30,50,50,50,85,60
12,60,7,1,1,93,50,41,79,52,65,70,32
30,30,4,3,1,30,40,60,80,40,70,80,85
70,70,7,1,1,70,1,71,71,86,86,99,99
18,33,4,1,1,42,62,62,71,62,72,72,72
60,15,3,1,1,1,95,85,85,31,30,71,100
21,64,6,1,1,45,1,36,70,55,51,99,17
70,30,1,1,2,40,85,70,70,60,60,100,100
85,41,2,1,2,31,99,85,84,42,50,85,100
90,40,1,1,2,43,71,88,98,17,49,77,88
71,61,2,1,1,70,50,50,85,50,61,85,85
0,100,7,1,1,70,30,70,85,85,85,100,85
52,52,5,1,2,50,30,50,50,65,65,50,85
2,61,7,1,2,50,70,15,60,60,60,60,70
98,39,1,2,2,89,84,85,90,61,69,71,85
25,85,7,5,1,35,50,25,40,70,85,75,60
60,0,1,2,2,50,70,100,100,60,85,85,85
0,60,7,1,2,100,40,0,70,40,50,100,60
60,30,3,1,1,30,50,40,70,40,50,70,50
100,0,1,3,2,0,100,100,100,70,60,85,100
51,51,2,3,2,55,52,52,40,54,51,33,70
15,15,5,1,2,0,60,50,50,50,50,50,70
60,41,4,1,1,50,50,51,84,49,50,85,85
0,70,7,1,2,15,30,15,85,70,70,85,100
60,0,1,1,2,2,75,85,83,32,7,71,86
2,51,7,1,1,100,50,0,100,50,100,85,100
41,40,4,3,1,54,47,50,84,57,71,98,85
60,40,2,1,2,44,85,98,93,56,90,92,93
70,40,3,1,1,0,60,50,100,30,40,100,100
61,61,5,1,1,70,60,70,85,70,70,85,85
85,1,1,6,2,40,50,85,50,40,50,40,100
50,50,4,1,1,50,55,53,50,45,55,79,86
16,31,6,1,1,15,50,30,50,60,40,40,85
100,15,1,1,2,60,40,50,85,60,70,100,100
85,15,1,1,2,2,86,84,84,31,60,85,95
70,60,6,1,1,50,100,85,85,70,0,100,100
4,65,6,1,2,72,50,72,91,66,81,82,68
62,41,3,1,1,0,74,99,62,55,60,61,93
85,0,3,1,2,0,100,60,100,0,50,85,85
71,18,1,1,2,61,51,52,62,50,40,83,60
50,50,5,1,2,30,70,50,60,40,40,70,60
70,40,3,1,2,40,60,60,85,40,85,70,85
50,50,4,1,2,50,62,61,70,41,31,62,61
100,70,1,5,1,70,50,50,100,85,50,70,100
40,100,7,1,2,85,60,0,85,100,70,100,100
50,40,4,1,2,49,49,62,49,50,44,49,57
70,30,1,1,2,15,85,30,85,40,40,85,85
0,100,7,1,1,97,24,70,73,57,16,97,98
40,66,5,1,2,3,38,15,50,67,51,83,76
60,15,3,6,2,30,80,55,75,40,45,70,85
15,60,5,1,2,85,70,40,85,70,70,85,70
50,30,4,1,1,50,50,70,85,40,15,70,85
15,30,6,1,1,30,15,40,85,60,85,85,85
100,100,1,4,1,30,50,0,100,0,0,50,0
31,71,7,1,2,85,31,31,84,29,32,86,39
100,1,1,2,2,70,100,85,100,70,40,70,70
60,40,1,1,1,30,100,80,100,30,15,80,100
85,15,1,1,2,4,99,32,85,52,52,72,98
70,15,4,1,1,60,70,40,50,40,50,85,100
85,30,1,3,1,40,70,0,70,70,70,60,70
30,100,7,1,2,95,50,0,60,60,85,100,50
100,0,1,2,2,100,51,98,98,41,33,18,50
70,30,2,1,2,100,85,100,100,30,100,100,100
0,50,7,1,1,50,0,0,85,85,85,85,50
61,30,3,1,2,42,75,55,73,34,38,54,36
70,50,1,2,1,100,99,91,100,91,30,64,99
100,0,1,2,2,100,70,50,85,50,15,0,100
16,59,7,1,1,42,51,73,78,47,61,100,85
90,20,1,1,1,15,100,90,90,0,15,85,100
60,60,6,1,2,50,51,52,59,51,56,84,78
85,70,3,2,2,86,71,85,100,71,100,100,100
0,100,7,1,2,40,50,50,30,60,50,85,100
35,35,3,3,1,80,75,60,85,40,65,70,80
85,5,1,1,2,9,96,95,95,11,50,70,95
42,54,5,1,2,70,44,45,61,56,54,72,48
30,40,4,5,1,100,85,40,100,70,85,85,85
94,1,1,1,1,15,70,85,50,15,50,70,85
0,70,7,1,2,84,38,48,84,87,78,98,82
92,16,1,2,2,50,50,100,85,40,50,40,70
60,30,3,1,2,85,40,40,70,40,60,85,70
70,40,3,6,2,73,86,85,86,72,73,100,86
70,70,4,1,1,0,2,0,0,0,0,2,0
0,60,7,1,2,100,50,0,85,70,85,100,100
1,60,7,1,2,100,0,30,100,30,50,100,50
15,60,7,1,2,60,30,40,60,40,40,60,60
30,60,5,1,1,60,40,20,50,30,50,90,50
42,61,6,1,2,50,51,51,71,42,50,96,70
85,0,2,3,2,0,70,85,100,50,15,70,100
30,30,5,1,2,0,85,50,70,0,70,30,100
31,16,4,1,1,15,15,40,70,50,70,60,70
26,96,7,1,2,98,66,25,94,87,90,98,91
100,0,2,1,2,1,84,69,60,40,16,50,70
100,2,1,1,2,0,100,90,75,1,40,90,95
100,23,1,1,1,53,53,53,57,51,41,88,90
15,60,6,1,1,50,10,30,70,60,61,85,98
60,15,2,2,2,35,75,90,60,45,45,46,85
60,70,4,1,2,51,50,70,70,61,31,86,51
0,60,7,1,1,85,15,15,40,40,60,85,30
100,15,1,5,2,52,61,72,99,62,60,100,100
80,30,1,6,2,50,78,77,65,44,41,79,86
100,42,3,2,2,49,38,32,100,50,71,100,100
15,0,3,1,1,85,15,50,85,15,40,85,100
0,70,4,1,2,50,15,40,100,50,70,100,50
70,1,3,1,2,0,85,50,70,0,30,60,85
50,50,2,1,2,16,42,92,52,31,19,86,93
50,0,3,6,2,70,50,40,100,100,50,50,100
17,82,7,1,2,92,40,71,86,87,83,86,52
31,60,5,1,2,91,71,85,70,16,50,100,60
84,40,1,1,2,0,100,60,85,40,50,50,100
15,0,4,1,2,59,70,90,32,30,54,60,85
40,60,6,1,2,50,70,65,85,85,85,95,90
40,60,5,1,1,42,82,43,63,53,47,68,79
0,60,6,1,2,85,40,61,60,85,70,100,70
85,0,1,6,1,3,85,99,80,16,31,40,99
76,31,1,2,2,0,100,92,85,36,61,70,100
30,30,5,1,2,0,100,30,60,60,50,85,100
85,40,1,5,1,70,1,80,100,50,10,100,80
0,70,7,1,2,50,50,50,70,50,50,85,50
15,70,6,1,2,16,87,71,72,64,42,91,85
0,50,6,3,1,70,50,50,50,50,50,85,50
85,0,1,5,1,15,85,85,70,40,40,40,85
60,30,3,1,2,52,77,52,85,46,81,100,100
0,70,7,1,1,16,30,9,17,50,31,66,69
100,0,1,1,2,50,50,50,100,40,15,85,100
85,0,3,5,1,60,40,84,100,40,70,30,85
40,85,7,1,2,70,45,55,50,50,50,100,70
85,30,1,1,2,49,50,60,60,40,40,95,61
12,16,6,1,2,57,83,70,89,59,62,92,92
85,0,1,5,1,86,97,93,100,47,15,100,85
2,17,5,1,1,62,32,17,86,72,86,87,42
60,15,3,1,2,40,70,40,85,30,50,60,85
15,70,5,1,1,85,15,70,70,40,70,85,70
100,50,2,1,1,100,50,85,100,85,60,100,100
61,31,3,6,1,30,60,70,85,40,50,15,100
40,15,3,1,1,30,50,40,60,30,30,60,50
70,20,2,2,1,50,100,50,100,50,0,40,50
50,50,4,1,2,15,0,100,50,0,15,100,50
60,40,5,1,2,0,50,15,40,50,50,60,100
50,51,5,1,1,51,51,41,61,70,84,86,52
60,15,3,1,2,43,85,60,87,52,53,85,87
0,68,7,1,1,50,15,15,50,70,50,82,50
70,10,2,6,2,5,85,50,70,15,50,40,80
70,0,1,6,2,50,85,50,100,50,50,85,85
60,15,2,1,1,0,70,60,50,30,50,80,95
100,100,1,1,1,13,70,32,97,2,71,98,83
20,60,6,1,1,60,30,60,100,40,85,100,85
85,15,1,1,2,70,50,50,100,50,30,0,50
50,20,2,5,2,60,60,50,60,50,50,85,60
30,30,5,1,1,40,58,58,62,41,45,69,67
0,60,7,1,2,85,40,50,60,50,50,100,60
75,50,2,5,2,30,99,80,92,41,41,76,100
50,50,4,1,2,11,8,12,15,12,4,6,9
0,14,5,1,1,62,0,0,0,45,85,60,60
50,50,4,1,2,52,50,50,51,50,50,53,51
63,25,3,1,2,35,75,100,85,1,43,100,55
0,5,5,6,1,1,1,2,99,16,99,29,51
85,70,4,2,1,60,100,52,99,61,50,85,94
60,15,2,1,2,50,100,100,50,50,40,100,50
70,50,4,1,2,71,40,61,51,83,85,86,60
91,0,1,1,2,0,100,100,71,0,70,85,100
100,14,3,1,2,80,66,60,86,44,50,84,78
0,85,7,2,2,61,84,72,85,81,84,95,86
15,59,6,1,1,60,70,30,40,60,60,85,60
0,60,7,1,1,60,60,60,80,85,85,85,85
50,85,6,1,2,29,48,51,60,71,69,81,84
61,1,4,6,1,40,50,50,60,60,50,70,85
15,85,7,1,2,50,51,40,85,60,60,85,85
60,30,2,1,2,15,70,30,85,30,50,85,85
85,15,1,1,2,0,100,100,100,15,70,85,100
